"","rater","l.shift","s.shift","Cb","est","r","method"
"1",1,0.122037697970911,0.846553974674488,0.979093052441195,0.941206010250228,0.921528265551895,"UNexp"
"2",2,-0.195355058970166,0.664633235759989,0.906049033902431,0.525490596724211,0.476120247486783,"UNexp"
"3",3,-0.43852561309408,0.540185851322806,0.774082094874586,0.359152104649718,0.27801321354587,"UNexp"
"4",4,0.173499367374052,0.798252524205284,0.961034397669656,0.867333983665393,0.833537792570294,"UNexp"
"5",5,2.06525520754548,0.286640246534228,0.248737256055599,0.192514070275379,0.0478854215923926,"UNexp"
"6",6,0.152439829158996,0.938834231085893,0.986571334503561,0.939200957777226,0.926588742281301,"UNexp"
"7",7,0.0649661032214022,1.00286567347664,0.997890069625874,0.92291950319312,0.92097220730046,"UNexp"
"8",8,-0.0716437514843023,0.920775541492741,0.994060795090211,0.944824242558422,0.939212737778131,"UNexp"
